Step,Average Reward
0,-154.85000140161236
500,-223.90882701241162
1000,-138.92211771136206
1500,-112.5683362523428
2000,-204.20574614172776
2500,-253.77550113619554
3000,-199.56770732490702
3500,-196.06009909489757
4000,-198.7946325326367
4500,-157.29995066006094
5000,-149.15551211185863
5500,-217.43342732093043
6000,-176.07661723605364
6500,-216.68548973300707
7000,-178.1146710246066
7500,-221.89450124050072
8000,-133.054236464967
8500,-218.52432970554182
9000,-127.07317814577263
9500,-194.83766254162921
10000,-187.71438137269018
10500,-753.0528788650442
11000,-549.7829658280705
11500,-149.55433982346938
12000,-131.4946598060216
12500,-82.42736347950844
13000,-82.69052475153451
13500,-88.27474389138209
14000,-67.09007997105293
14500,-85.4897349001041
15000,-54.180326861927384
15500,-70.32753673902917
16000,-58.239309071506526
16500,-74.88740446856593
17000,-65.88049226899099
17500,-142.36566501226562
18000,-136.5391660527147
18500,-172.50239590951537
19000,-137.6640567338155
19500,-160.11359292947316
20000,-203.85169191252606
20500,-107.46819257383854
21000,-132.34804394671932
21500,-117.56083655345878
22000,6.948994035787836
22500,9.101212990061748
23000,3.5697555485003063
23500,-76.39682531698905
24000,-61.86277606899157
24500,-30.571751289962542
25000,-120.52813138878594
25500,-139.23443258268813
26000,-168.21485226572287
26500,-160.05789885434032
27000,-165.82473935573935
27500,-168.1184659426045
28000,-186.51636778322603
28500,-165.38044369009037
29000,-138.5950169380814
29500,-171.22282021971483
30000,-185.00673329921514
30500,-150.32332328018168
31000,-134.8513627000552
31500,-112.28041982423035
32000,-101.58106496881399
32500,-161.43342646290384
33000,-149.9692687749685
33500,-172.30014416073467
34000,-191.52532767338167
34500,-80.36034728121541
35000,-114.37156401100658
35500,-92.3987023943597
36000,-118.90455427433892
36500,-55.78119007968131
37000,-44.16991312199822
37500,-68.76743271195843
38000,-146.15066816200084
38500,-181.80882169448938
39000,-182.7888540077675
39500,-151.6560387725298
40000,-151.7050929193732
40500,-168.94280579086765
41000,-193.58275642204768
41500,-214.96882426214705
42000,-119.1639833640498
42500,-82.19829679698758
43000,-72.57006337127356
43500,-60.94979772122817
44000,-40.3812959600589
44500,-43.641241812491884
45000,-35.5030713405269
45500,-55.05441155644529
46000,-35.09952117184608
46500,-43.94404645051474
