Step,Average Reward
0,-139.0361618813409
500,-153.87455456974638
1000,-168.602880299535
1500,-123.88079296551973
2000,-160.96845997404586
2500,-131.35489118478176
3000,-216.01996192637012
3500,-121.37132268184568
4000,-934.6132678108988
4500,-152.00209730855337
5000,-13.319196424024721
5500,62.73378503979753
6000,0.09635663484273352
6500,-38.11368678125959
7000,-139.891949007796
7500,-127.12255219251907
8000,-127.34454358456738
8500,-115.93136877764437
9000,-134.7322787753796
9500,-165.43914257545455
10000,-172.25093420598483
10500,-224.36562677963815
11000,4.406247733168888
11500,-247.38971705829476
12000,-252.8520454691392
12500,-256.7031900694012
13000,-68.5902965614756
13500,-25.785479166623
14000,-156.83247362451496
14500,43.270735918578545
15000,-102.14909318589929
15500,-139.5379090084012
16000,-31.33467634301341
16500,-39.44508961465415
17000,-209.80508655744288
17500,-143.01784424700435
18000,-16.26521621899779
18500,-99.57435302411571
19000,-106.89053780050149
19500,14.98786671142651
20000,-25.34593822145887
20500,-16.222586463925868
21000,-34.107519610761514
21500,-52.07802366796769
22000,-32.249417230323175
22500,32.634848752126025
23000,-41.374515706626525
23500,-53.43175515651469
24000,-42.572812497121525
24500,-53.110713218642175
25000,-22.84604064965645
25500,-33.28483232731817
26000,-53.59064609035181
26500,-63.90204425063091
27000,-24.048078435083102
27500,-33.28278141618061
28000,-60.88775784521762
28500,-57.899899984763294
29000,-44.599399968438505
29500,-52.52704423497549
30000,-43.64775214070027
30500,-48.917057214644885
31000,-50.4213063351699
31500,-43.189161053299514
32000,-52.7074760435565
32500,-50.03895810510377
33000,-63.812844257547
33500,-62.25718930055998
34000,-51.70578103612097
34500,-40.77566754183271
35000,-76.78136180137058
35500,-69.09758100163876
36000,-51.203596945868114
36500,-63.566106967407336
37000,-79.0539055922728
37500,-101.17065995301974
38000,-80.8165340793558
38500,-134.22800831587455
39000,-133.73242978511885
39500,-114.37537677308771
40000,-71.78311311638045
40500,-78.95861844806578
41000,-80.39468353900892
41500,-86.33903702749868
42000,-98.11352089314224
42500,-87.68902017937941
43000,-87.22539649123179
43500,-67.720722355975
44000,-68.52757584590753
44500,-64.22802340047619
45000,-63.36937916113267
45500,-83.13827419422094
46000,-75.12088181380724
46500,-58.22726497825896
47000,-83.59869176339937
47500,-62.032558146727
48000,-62.8690700992849
48500,-81.76927825794097
49000,-121.06939304796819
49500,-65.70956058671057
50000,-98.23670441006985
50500,-62.4879541433977
51000,-66.41122734823246
51500,-58.89051991858636
52000,-79.10268436538325
52500,-72.27401799186734
53000,-78.14338813472442
53500,-114.0813906203895
54000,-77.42888928942487
54500,-106.98061954950472
55000,-61.58483903066682
55500,-92.72983795361547
56000,-66.72700751885746
56500,-37.7172247087356
57000,-62.51880478041568
57500,-50.94446614801333
58000,-24.905290403056114
58500,-8.765194562826228
59000,-87.02260774626374
59500,8.356967700204315
60000,-40.80098104434013
60500,-73.31279331412652
61000,-19.526902192108633
61500,-62.47484516159479
62000,-67.52120946125729
62500,-58.80145343909193
63000,-58.46310746313744
63500,-61.56698143590178
64000,-62.34585586215943
64500,-58.015996373651795
65000,-60.29450849161185
65500,-66.5264123362563
66000,-44.2114866312003
66500,-63.23883642508228
67000,-40.82704611964917
67500,-12.8484950808033
68000,-23.18499387414213
68500,-14.649112647847613
69000,-34.999111775458175
69500,-46.4712325260745
70000,-33.039460372394295
70500,-25.937557231725787
71000,24.25372979441457
71500,68.11887102016644
72000,40.790805028195955
72500,44.19341980367929
